id	text	category	image_url	source
flip_19	┏━┓ ︵ /(^.^/)	donger		Donger List
flip_20	ヽ༼ຈل͜ຈ༽ﾉ︵┻━┻	donger		Donger List
flip_21	(╯°□°)╯︵ ┻━┻	donger		Donger List
flip_22	(╯°□°）╯︵ ส็็็็็็็ส	donger		Donger List
flip_23	(╯ຈل͜ຈ) ╯︵ ┻━┻	donger		Donger List
flip_24	┬───┬ ノ༼ຈل͜ຈノ༽	donger		Donger List
flip_25	༼ノಠل͟ಠ༽ノ ︵ ┻━┻	donger		Donger List
flip_26	༼ﾉຈل͜ຈ༽ﾉ︵┻━┻	donger		Donger List
flip_27	(╯ ͝° ͜ʖ͡°)╯︵ ┻━┻	donger		Donger List
flip_28	(つ☢益☢)つ︵┻━┻	donger		Donger List
flip_29	┬─┬ノ(ಠ_ಠノ)	donger		Donger List
flip_30	┬━┬ノ(▀̿̿Ĺ̯̿̿▀̿ ̿ノ)	donger		Donger List
flip_31	ヽ༼ ツ ༽ﾉ ︵┻━┻	donger		Donger List
flip_32	༼ ᕤ ºل͟º ༽ᕤ ︵┻━┻	donger		Donger List
flip_33	┬──┬╯﻿︵ /(.□. \）	donger		Donger List
flip_34	(ﾉ＾◡＾)ﾉ︵﻿ ┻━┻	donger		Donger List
flip_35	┬━┬﻿ ノ( ゜¸゜ノ)	donger		Donger List
flip_36	┻━┻ ︵﻿ ¯\ (ツ)/¯ ︵ ┻━┻	donger		Donger List
flip_37	（╯°□°）╯︵( .o.)	donger		Donger List
flip_38	(╯°Д°）╯︵/(.□ . )	donger		Donger List
flip_39	┻━┻ ︵ヽ(`Д´)ﾉ︵ ┻━┻	donger		Donger List
flip_40	(ノಠ益ಠ)ノ彡┻━┻	donger		Donger List
flip_41	┬━┬﻿ ノ( ゜-゜ノ)	donger		Donger List
flower_0	ᕦ⁞ ✿ ᵒ̌ ᴥ ᵒ̌ ✿ ⁞ᕤ	donger		Donger List
flower_1	ʕ༼◕  ౪  ◕✿༽ʔ	donger		Donger List
flower_2	╰[✿•̀o•́✿]╯	donger		Donger List
flower_3	╰(✿˙ᗜ˙)੭━☆ﾟ.*･｡ﾟ	donger		Donger List
flower_4	⁞ ✿ •̀ ヮ •́ ✿ ⁞	donger		Donger List
flower_5	ᕙ(˵◕ω◕˵✿)つ	donger		Donger List
flower_6	ᕕ༼✿•̀︿•́༽ᕗ	donger		Donger List
flower_7	༼✿◕ᗜ◕༽┌∩┐	donger		Donger List
flower_8	copycopied	donger		Donger List
flower_9	乁༼☯‿☯✿༽ㄏ	donger		Donger List
flower_10	ლ║ ✿ ☉ ω ☉ ✿ ║ᓄ	donger		Donger List
flower_11	੧| ✿ ◔ ں ◔ ✿ |ᓄ¤=[]:::::::::::–	donger		Donger List
flower_12	੧| ✿ ◔ ں ◔ ✿ |ᓄ	donger		Donger List
flower_13	٩║ ✿ ᴼ ل ᴼ ✿ ║┌∩┐	donger		Donger List
flower_14	੧| ✿ ◔ ں ◔ ✿ |ᓄ	donger		Donger List
flower_15	ᕦ( ✿ ⊙ ͜ʖ ⊙ ✿ )━☆ﾟ.*･｡ﾟ	donger		Donger List
flower_16	( ✿ •̀ ‸ •́ ✿ )	donger		Donger List
flower_17	(✿☯‿☯✿)	donger		Donger List
flower_18	ヽ໒(☯_☯✿)७ﾉ	donger		Donger List
flower_19	(✿ヘᴥヘ)	donger		Donger List
flower_20	༼∩✿ل͜✿༽⊃━☆ﾟ. * ･ ｡ﾟ	donger		Donger List
flower_21	(◕‿◕✿)	donger		Donger List
glasses_0	┬┴┬┴┤ᕦ( ▀̿ Ĺ̯ ▀̿├┬┴┬	donger		Donger List
glasses_1	ᕕ(⌐■_■)ᕗ ♪♬	donger		Donger List
glasses_2	━╤デ╦︻(▀̿̿Ĺ̯̿̿▀̿ ̿)	donger		Donger List
glasses_3	┌༼▀̿ Ĺ̯▀̿༽┐	donger		Donger List
glasses_4	ᕕ( ・‿・)つ-●-●	donger		Donger List
glasses_5	(つ▀¯▀)つ	donger		Donger List
glasses_6	( ▀ 益 ▀ )	donger		Donger List
glasses_7	¯\_໒( ” ▀ ﹏ ▀ ” )७_/¯	donger		Donger List
glasses_8	༼⌐■ل͟■༽	donger		Donger List
glasses_9	┌(▀Ĺ̯▀)┐	donger		Donger List
glasses_10	(⌐■_■)–︻╦╤─	donger		Donger List
glasses_11	ೖ(⑅σ̑ᴗσ̑)ೖ	donger		Donger List
glasses_12	ヽ(⌐■_■)ノ♪♬	donger		Donger List
glasses_13	┌(▀Ĺ̯ ▀-͠ )┐	donger		Donger List
glasses_14	(ง⌐□ل͜□)ง	donger		Donger List
glasses_15	(⌐ ͡■ ͜ʖ ͡■)	donger		Donger List
glasses_16	( ͡° ͜ʖ ͡°)>⌐■-■	donger		Donger List
glasses_17	༼⌐■ل͜■༽	donger		Donger List
glasses_18	༼ ຈل͜ຈ༽ノ⌐■-■	donger		Donger List
glasses_19	ლ(▀̿̿Ĺ̯̿̿▀̿ლ)	donger		Donger List
glasses_20	ᕙ(▀̿̿Ĺ̯̿̿▀̿ ̿) ᕗ	donger		Donger List
glasses_21	༼ つ ▀̿_▀̿ ༽つ	donger		Donger List
glasses_22	ᕦ(▀̿ ̿ -▀̿ ̿ )つ├┬┴┬┴	donger		Donger List
glasses_23	ᕕ(⌐□ل͜□)ᕗ	donger		Donger List
glasses_24	ヽ༼ ຈل͜ຈ༼ ▀̿̿Ĺ̯̿̿▀̿ ̿༽Ɵ͆ل͜Ɵ͆ ༽ﾉ	donger		Donger List
glasses_25	┬━┬ノ(▀̿̿Ĺ̯̿̿▀̿ ̿ノ)	donger		Donger List
glasses_26	( •_•)>⌐■-■	donger		Donger List
gun_0	ლ(~•̀︿•́~)つ︻̷┻̿═━一	donger		Donger List
gun_1	━╤デ╦︻(▀̿̿Ĺ̯̿̿▀̿ ̿)	donger		Donger List
gun_2	ᕕ[*•̀͜ʖ•́*]︻̷┻̿═━一	donger		Donger List
gun_3	໒(:ರωರ:)〜︻̷┻̿═━	donger		Donger List
gun_4	⁞ つ: •̀ ⌂ •́ : ⁞-︻╦̵̵͇̿̿̿̿══╤─	donger		Donger List
gun_5	╾━╤デ╦︻ԅ། ･ิ _ʖ ･ิ །ง	donger		Donger List
gun_6	[ﾉಠೃಠ]︻̷┻̿═━一	donger		Donger List
gun_7	ᕕ╏ ͡ᵔ ‸ ͡ᵔ ╏و︻̷┻̿═━一	donger		Donger List
gun_8	╾━╤デ╦︻	donger		Donger List
gun_9	▄︻̷̿┻̿═━一	donger		Donger List
gun_10	(⌐■_■)–︻╦╤─	donger		Donger List
gun_11	︻╦̵̵͇̿̿̿̿══╤─	donger		Donger List
gun_12	༼ຈل͜ຈ༽ﾉ·︻̷┻̿═━一	donger		Donger List
gun_13	┌( ͝° ͜ʖ͡°)=ε/̵͇̿̿/’̿’̿ ̿	donger		Donger List
gun_14	( ͝ಠ ʖ ಠ)=ε/̵͇̿̿/’̿’̿ ̿	donger		Donger List
happy_0	(✿ ◕‿◕) ᓄ✂╰U╯	donger		Donger List
happy_1	∩༼˵☯‿☯˵༽つ¤=[]:::::>	donger		Donger List
happy_2	( ͡↑ ͜ʖ ͡↑)	donger		Donger List
happy_3	ᕕ( ՞ ᗜ ՞ )ᕗ	donger		Donger List
happy_4	☆*:. o(≧▽≦)o .:*☆	donger		Donger List
happy_5	٩ʕ◕౪◕ʔو	donger		Donger List
happy_6	║ ಡ ͜ ʖ ಡ ║	donger		Donger List
happy_7	ԅ། ຈ ◞౪◟ຈ །و	donger		Donger List
happy_8	୧[ * ಡ ▽ ಡ * ]୨	donger		Donger List
happy_9	(つ°ヮ°)つ  └⋃┘	donger		Donger List
happy_10	s( ^ ‿ ^)-b	donger		Donger List
happy_11	ヽ〳 ՞ ᗜ ՞ 〵ง	donger		Donger List
happy_12	໒( ͡ᵔ ▾ ͡ᵔ )७	donger		Donger List
happy_13	┌[ ◔ ͜ ʖ ◔ ]┐	donger		Donger List
happy_14	໒( • ͜ʖ • )७	donger		Donger List
happy_15	c( ⁰ 〰 ⁰ )੭	donger		Donger List
happy_16	ლ ( ◕  ᗜ  ◕ ) ლ	donger		Donger List
happy_17	(⊙ᗜ⊙)	donger		Donger List
happy_18	╰(◕ᗜ◕)╯	donger		Donger List
happy_19	░ ∗ ◕ ں ◕ ∗ ░	donger		Donger List
happy_20	✿*∗˵╰༼✪ᗜ✪༽╯˵∗*✿	donger		Donger List
happy_21	ʕ༼◕  ౪  ◕✿༽ʔ	donger		Donger List
happy_22	┬─┬ノ( ◕◡◕ ノ)	donger		Donger List
happy_23	(✿ ◕ᗜ◕)━♫.*･｡ﾟ	donger		Donger List
happy_24	╰(˵ヘωヘ✿)╯	donger		Donger List
happy_25	(つ☯ᗜ☯)つ	donger		Donger List
happy_26	〳 ◉ ͜ʖ ◉ 〵	donger		Donger List
happy_27	╰( ◕ ᗜ ◕ )╯	donger		Donger List
happy_28	༼( ͡⊙  ਊ  ͡⊙)༽	donger		Donger List
happy_29	o͡͡͡╮། ❛ั ╭ ͟ʖ╮ ❛ั །╭o͡͡͡	donger		Donger List
happy_30	ᕙ༼ಠ͜ʖಠ༽ノ	donger		Donger List
happy_31	/╲/\╭⁞ ∗ ＾ ౪ ＾ ∗ ⁞╮/\╱﻿\	donger		Donger List
happy_32	ᕦ( ヘ (oo) ヘ )ᕤ	donger		Donger List
happy_33	╰(✿˙ᗜ˙)੭━☆ﾟ.*･｡ﾟ	donger		Donger List
happy_34	ଘ(੭*ˊᵕˋ)੭	donger		Donger List
happy_35	d–(^ ‿ ^ )z	donger		Donger List
happy_36	(つ°ヮ°)つ	donger		Donger List
happy_37	╰( . •́ ͜ʖ •̀ . )╯	donger		Donger List
happy_38	~~~~~~~[]=¤ԅ(ˊᗜˋ* )੭	donger		Donger List
happy_39	੧║ ⊙ ౪ ⊙ ║ᓄ	donger		Donger List
happy_40	/╲/\╭༼ : ❛ ◡ ❛ : ༽╮/\╱﻿\	donger		Donger List
happy_41	ᕦ( ᴼ ڡ ᴼ )ᕤ	donger		Donger List
happy_42	⁞ ✿ •̀ ヮ •́ ✿ ⁞	donger		Donger List
happy_43	o͡͡͡╮╏ ◕ ◡ ◕ ╏╭o͡͡͡	donger		Donger List
happy_44	┌( ՞ ڡ ՞ )┐	donger		Donger List
happy_45	┌[ ヘ ‸ ヘ ]┐	donger		Donger List
happy_46	( ◑ ᗜ ◑ )	donger		Donger List
happy_47	ᕦ໒( ՞ ◡ ՞ )७ᕤ	donger		Donger List
happy_48	(> ^_^ )>	donger		Donger List
happy_49	(}༼⊙-◞౪◟-⊙༽{)	donger		Donger List
happy_50	୧[ ☯ ౪ ☯ ]୨	donger		Donger List
happy_51	༼ ° ▽ ° ༽	donger		Donger List
happy_52	/╲/\╭║ ◉ ◡ ◉ ║╮/\╱﻿\	donger		Donger List
happy_53	┌( ˵ ⊘ ‿ ⊘ ˵ )ᕤ	donger		Donger List
happy_54	୧( ⊚ ╭͜ʖ╮ ⊚ )୨	donger		Donger List
happy_55	☜(ﾟヮﾟ☜)	donger		Donger List
happy_56	ᕕ( ⁰ ▽ ⁰ )ᕗ	donger		Donger List
happy_57	( ´ ∀ ` )	donger		Donger List
happy_58	┗(＾0＾)┓	donger		Donger List
happy_59	໒( ͡ᵔ ͜ʖ ͡ᵔ )७	donger		Donger List
happy_60	〳 ＾ ▽ ＾ 〵	donger		Donger List
happy_61	⋋╏ ۞ ڡ ۞ ╏⋌	donger		Donger List
happy_62	♪~ ᕕ( ᐛ )ᕗ	donger		Donger List
happy_63	ᕕ┌◕ᗜ◕┐ᕗ	donger		Donger List
happy_64	╰[◔▽◔├┬┴┬┴	donger		Donger List
happy_65	(つ◕౪◕)つ━☆ﾟ.*･｡ﾟ	donger		Donger List
happy_66	(＾┌_̀┐＾)	donger		Donger List
happy_67	٩(◕‿◕｡)۶	donger		Donger List
happy_68	༼✿◕ᗜ◕༽┌∩┐	donger		Donger List
happy_69	(^┌_̀┐^)	donger		Donger List
happy_70	୧(=ʘ͡ᗜʘ͡=)୨	donger		Donger List
happy_71	copycopied	donger		Donger List
happy_72	o͡͡͡╮( – ▾ – )╭o͡͡͡	donger		Donger List
happy_73	໒(◕ヮ◕)〜⊹	donger		Donger List
happy_74	ᕕ[ ・ ▾ ・ ]ᕗ	donger		Donger List
happy_75	໒( ͒ ౪ ͒ )७	donger		Donger List
happy_76	o͡͡͡╮░ O ◡ O ░╭o͡͡͡	donger		Donger List
happy_77	໒( ° 〰 ° )७	donger		Donger List
happy_78	¯\_༼ ಥ ‿ ಥ ༽_/¯	donger		Donger List
happy_79	໒( ◔ ▽ ◔ )७	donger		Donger List
happy_80	└༼ •́ ͜ʖ •̀ ༽┘	donger		Donger List
happy_81	୧། ☉ ౪ ☉ །୨	donger		Donger List
happy_82	୧╏ ~ ᴥ ~ ╏୨	donger		Donger List
happy_83	୧༼ ヘ ᗜ ヘ ༽୨	donger		Donger List
happy_84	⋋〳 ￣ ᴥ ￣ 〵⋌	donger		Donger List
happy_85	╰| ° ◞౪◟ ° |╯	donger		Donger List
happy_86	༼ ◔ ͜ʖ ◔ ༽	donger		Donger List
happy_87	/╲/\╭⁞ ͡° ͜ʖ ͡° ⁞╮/\╱﻿\	donger		Donger List
happy_88	╰໒( ” ¤ ‿ ¤ ” )७╯	donger		Donger List
happy_89	⋋( * ᴼ ں ᴼ * )⋌	donger		Donger List
happy_90	╏ . ^ Ĺ̯ ^ . ╏	donger		Donger List
happy_91	╰༼ ∗ ಡ ▾ ಡ ∗ ༽╯	donger		Donger List
happy_92	(☞ﾟヮﾟ)☞	donger		Donger List
happy_93	⋋〳 ･ ਊ ･ 〵⋌	donger		Donger List
happy_94	〳 : ⊘ ڡ ⊘ : 〵	donger		Donger List
happy_95	༼ノ◕ヮ◕༽ノ︵┻━┻	donger		Donger List
happy_96	୧〳 ＾ ౪ ＾ 〵୨	donger		Donger List
happy_97	ᕕ( . ି ں ି . )ノ	donger		Donger List
happy_98	o͡͡͡╮໒( * ☯ ◞౪◟ ☯ * )७╭o͡͡͡	donger		Donger List
happy_99	. * ･ ｡ﾟ☆━੧༼ •́ ヮ •̀ ༽୨	donger		Donger List
happy_100	༼∩ •́ ヮ •̀ ༽⊃━☆ﾟ. * ･ ｡ﾟ	donger		Donger List
happy_101	୧〳 ” ʘ̆ ᗜ ʘ̆ ” 〵୨	donger		Donger List
happy_102	/╲/\╭( •̀ ᗜ •́ )╮/\╱﻿\	donger		Donger List
happy_103	ᕕ[ ˵ ☯ ڡ ☯ ˵ ]┐	donger		Donger List
happy_104	└╏ ･ ᗜ ･ ╏┐	donger		Donger List
happy_105	₍₍ ᕕ༼.◕ヮ◕.༽ᕗ⁾⁾	donger		Donger List
happy_106	₍₍ ᕕ( * ⊙ ヮ ⊙ * )ᕗ⁾⁾	donger		Donger List
happy_107	(⊃｡•́‿•̀｡)⊃━☆ﾟ.*･｡ﾟ	donger		Donger List
happy_108	~~~~~~~[]=¤ԅ໒( ☯ ᗜ ☯ )७ᕗ	donger		Donger List
happy_109	╰༼.◕ヮ◕.༽つ¤=[]————	donger		Donger List
happy_110	໒( ﹒ ͜ر ﹒ )७	donger		Donger List
happy_111	⋋╏ ❛ ◡ ❛ ╏⋌	donger		Donger List
happy_112	໒( * ⊙ ヮ ⊙ * )७	donger		Donger List
happy_113	( : – ◞౪◟ – : )	donger		Donger List
happy_114	ᕦ⁞ * ヘ ﹏ ヘ * ⁞ᕤ	donger		Donger List
happy_115	(ノ°▽°)ノ︵┻━┻	donger		Donger List
happy_116	৵( °͜  °৵)	donger		Donger List
happy_117	੧| ✿ ◔ ں ◔ ✿ |ᓄ	donger		Donger List
happy_118	༼.◕ヮ◕.༽つ	donger		Donger List
happy_119	ᕕ( ◔3◔)ᕗ	donger		Donger List
happy_120	ヽ༼ ◉  ͜  ◉༽ﾉ	donger		Donger List
happy_121	(✿ ◕‿◕) ᓄ✂╰⋃╯	donger		Donger List
happy_122	( ＾◡＾)っ (‿|‿)	donger		Donger List
happy_123	ԅ[ ﹒︣ ͜ʟ ﹒︣ ]ﾉ	donger		Donger List
happy_124	⋋║ ՞ ▽ ՞ ║⋌	donger		Donger List
happy_125	└། . ⊙ ◞౪◟ ⊙ . །┘	donger		Donger List
happy_126	╰╏ ･ ᗜ ･ ╏╯	donger		Donger List
happy_127	ᕕ໒( * ◕ ڡ ◕ * )७╭∩╮	donger		Donger List
happy_128	੧| ⊗ ▾ ⊗ |୨	donger		Donger List
happy_129	໒( ☉ ͜ʖ ☉ )७	donger		Donger List
happy_130	ԅ[ ˵ ☯ ڡ ☯ ˵ ]凸	donger		Donger List
happy_131	╚═░ ◕ ▽ ◕ ░═╝	donger		Donger List
happy_132	໒( ✿ ❛ ͜ʖ ❛ ✿ )७	donger		Donger List
happy_133	໒( ◐ ‿ ◐ )७	donger		Donger List
happy_134	ᕕ╏ ^ ◡ ^ ╏ᓄ	donger		Donger List
happy_135	༼ = ⊙ ᗜ ⊙ = ༽	donger		Donger List
happy_136	⋋╏ ヘ ⌂ ヘ ╏⋌	donger		Donger List
happy_137	▐ ・ ‿ ・▐	donger		Donger List
happy_138	ᕕ║ ° ڡ ° ║┐	donger		Donger List
happy_139	[ ･ิ ▾ ･ิ ]	donger		Donger List
happy_140	୧[ ˵ ͡ᵔ ͜ʟ ͡ᵔ ˵ ]୨	donger		Donger List
happy_141	ᕕ| ◉ ͜ʟ ◉ |ง	donger		Donger List
happy_142	╚═╏ . ˘ ڡ ˘ . ╏═╝	donger		Donger List
happy_143	༼⊃ •́ ヮ •̀ ༽⊃	donger		Donger List
happy_144	(⊃｡•́‿•̀｡)⊃	donger		Donger List
happy_145	੧| ✿ ◔ ں ◔ ✿ |ᓄ	donger		Donger List
happy_146	໒( = ಠ ◡ ಠ = )७	donger		Donger List
happy_147	ᕙ། – ڡ – །ᕗ	donger		Donger List
happy_148	ԅ໒( ☯ ᗜ ☯ )७ᕗ	donger		Donger List
happy_149	ᕕ╏ ͡ ▾ ͡ ╏┐	donger		Donger List
happy_150	ლ(- ◡ -ლ)	donger		Donger List
happy_151	༼つ ் ▽ ் ༽つ	donger		Donger List
happy_152	/╲/\╭༼ ି 〰 ି ༽╮/\╱﻿\	donger		Donger List
happy_153	ᕙ╏ : ◑ ڡ ◑ : ╏ᕗ	donger		Donger List
happy_154	ᕕ║ = ◔ ヮ ◔ = ║୨	donger		Donger List
happy_155	┌| . ิ 〰 ิ . |┐	donger		Donger List
happy_156	ԅ། ^ ͜ʟ ^ །و	donger		Donger List
happy_157	༼ ͡◕ ◞౪◟ ◕͡ ༽	donger		Donger List
happy_158	╰། ❛ ڡ ❛ །╯	donger		Donger List
happy_159	[ ☯ ͜ʟ ☯ ]	donger		Donger List
happy_160	ヽ༼ ் ▽ ் ༽╯	donger		Donger List
happy_161	ᕕ༼  ︣ ᗜ ︣  ༽୨	donger		Donger List
happy_162	ԅ༼ ◔ ڡ ◔ ༽ง	donger		Donger List
happy_163	໒( ” •̀ ᗜ •́ ” )७	donger		Donger List
happy_164	ʕ ∗ •́ ڡ •̀ ∗ ʔ	donger		Donger List
happy_165	໒( ~ ͡◕ ◡ ◕͡ ~ )७	donger		Donger List
happy_166	໒( ˵ ͡° ͜ʖ °͡ ˵ )७	donger		Donger List
happy_167	ヽ༼ •́ ヮ •̀ ༽ᓄ	donger		Donger List
happy_168	ᕙ( * •̀ ᗜ •́ * )ᕗ	donger		Donger List
happy_169	(◔/‿\◔)	donger		Donger List
happy_170	⊂(´･◡･⊂ )∘˚˳°	donger		Donger List
happy_171	◦°˚\(*❛‿❛)/˚°◦	donger		Donger List
happy_172	ଘ(੭*ˊᵕˋ)੭*	donger		Donger List
happy_173	٩(｡•́‿•̀｡)۶	donger		Donger List
happy_174	／人 ◕ ‿‿ ◕ 人＼	donger		Donger List
happy_175	(づ｡◕‿‿◕｡)づ	donger		Donger List
happy_176	⊹⋛⋋( ՞ਊ ՞)⋌⋚⊹	donger		Donger List
happy_177	(˵¯͒〰¯͒˵)	donger		Donger List
happy_178	╰⋃╯ლ(´ڡ`ლ)	donger		Donger List
happy_179	ヽ༼ ͠ ͠° ͜ʖ ͠ ͠° ༽ﾉ	donger		Donger List
happy_180	(✿☯‿☯✿)	donger		Donger List
happy_181	ᕕ༼ຈل͜ຈ༽ᕗ	donger		Donger List
happy_182	ᕕ( ᐛ )ᕗ	donger		Donger List
happy_183	ᕙ༼ຈل͜ຈ༽ᕗ	donger		Donger List
happy_184	ヽ༼ ˙ ͜ʟ˙ ༽ﾉ	donger		Donger List
happy_185	٩(ˊᗜˋ*)و	donger		Donger List
happy_186	(ง⌐□ل͜□)ง	donger		Donger List
happy_187	ヽ༽ຈل͜ຈ༼ﾉ	donger		Donger List
happy_188	༼∩☉ل͜☉༽⊃━☆ﾟ. * ･ ｡ﾟ	donger		Donger List
happy_189	༼ ຈل͜ຈ༽	donger		Donger List
happy_190	༼ つ ͡ ͡° ͜ ʖ ͡ ͡° ༽つ	donger		Donger List
happy_191	ʕ•̫͡•ʕ̫͡ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ̫͡ʔ-̫͡-ʔ	donger		Donger List
happy_192	ヽ༼ຈ┏ل͜┓ຈ༽ﾉ	donger		Donger List
happy_193	(°ヮ°)	donger		Donger List
happy_194	ᕕ( ಠ‿ಠ)ᕗ	donger		Donger List
happy_195	(っಠ‿ಠ)っ	donger		Donger List
happy_196	( ͡; ͜ʖ ͡;)	donger		Donger List
happy_197	( ͡☉ ͜ʖ ͡☉)	donger		Donger List
happy_198	ヽ(╯▽╰)ﾉ	donger		Donger List
happy_199	ヽ(╯ل͜╰)ﾉ	donger		Donger List
happy_200	┌(° ͜ʖ͡°)┘	donger		Donger List
happy_201	╰( ͡’◟◯ ͡’)╯	donger		Donger List
happy_202	(╯ຈل͜ຈ) ╯︵ ┻━┻	donger		Donger List
happy_203	┬───┬ ノ༼ຈل͜ຈノ༽	donger		Donger List
happy_204	( ◔ ౪◔)	donger		Donger List
happy_205	ヽ(”`▽´)ﾉ	donger		Donger List
happy_206	(◕‿◕✿)	donger		Donger List
happy_207	ヽ༼ • ͜ •༽ﾉ	donger		Donger List
happy_208	(=◕ل͜◕=)	donger		Donger List
happy_209	ᕙ (° ~͜ʖ~ °) ᕗ	donger		Donger List
happy_210	─=≡Σ((( つ◕ل͜◕)つѰ	donger		Donger List
happy_211	ʘ ͜ʖ ʘ	donger		Donger List
happy_212	༼ﾉຈل͜ຈ༽ﾉ︵┻━┻	donger		Donger List
happy_213	╭∩╮◕ل͜◕)╭∩╮	donger		Donger List
happy_214	───==≡≡ΣΣ((( つºل͜º)つ	donger		Donger List
happy_215	(º◡º)っ	donger		Donger List
happy_216	ᕕ༼✪ل͜✪༽ᕗ	donger		Donger List
happy_217	(◕ل͜◕)	donger		Donger List
happy_218	(╯ ͝° ͜ʖ͡°)╯︵ ┻━┻	donger		Donger List
happy_219	(ﾉ＾◡＾)ﾉ︵﻿ ┻━┻	donger		Donger List
huh_0	〳 ◔ Ĺ̯ ◔ 〵	donger		Donger List
huh_1	乁໒( ͒ ⌂ ͒ )७ㄏ	donger		Donger List
huh_2	ʕ ᵒ̌ ‸ ᵒ̌ ʔ	donger		Donger List
huh_3	(⊹◕ʖ̯◕)	donger		Donger List
huh_4	໒( ” ͠° ʖ̫ °͠ ” )७	donger		Donger List
huh_5	ʕ ͠° ʖ̫ °͠ ʔ	donger		Donger List
lenny_0	(ノ͡° ͜ʖ ͡°)ノ︵┻┻	donger		Donger List
lenny_1	( ͡° ͜ʖ ͡°)=ε✄	donger		Donger List
lenny_2	ᕦ( ͡° ͜ʖ ͡°)ᕤ	donger		Donger List
lenny_3	┴┬┴┤( ͡° ͜ʖ├┬┴┬	donger		Donger List
lenny_4	ᕙ( ͡° ͜ʖ ͡°)ᕗ	donger		Donger List
lenny_5	(つ ͡° ͜ʖ ͡°)つ	donger		Donger List
lenny_6	( ʘ̆ ╭͜ʖ╮ ʘ̆ )	donger		Donger List
lenny_7	( ◔ ʖ̯ ◔ )	donger		Donger List
lenny_8	(∩ ͡ ° ʖ ͡ °) ⊃-(===>	donger		Donger List
lenny_9	( ͡° ʖ̯ ͡°)	donger		Donger List
lenny_10	ヽ( ͝° ͜ʖ͡°)ﾉ	donger		Donger List
lenny_11	( ͡° ͜ʖ ͡°)>⌐■-■	donger		Donger List
lenny_12	( ͡° ͜ʖ ͡°)	donger		Donger List
lenny_13	ヽ(͡◕ ͜ʖ ͡◕)ﾉ	donger		Donger List
lenny_14	╚═( ͡° ͜ʖ ͡°)═╝	donger		Donger List
lenny_15	╰( ͡° ͜ʖ ͡° )つ──☆*:・ﾟ	donger		Donger List
lenny_16	( ͡☉ ͜ʖ ͡☉)	donger		Donger List
lenny_17	(ง ° ͜ ʖ °)ง	donger		Donger List
lenny_18	ᕕ( ͡° ͜ʖ ͡°)ᕗ	donger		Donger List
lenny_19	─=≡Σᕕ( ͡° ͜ʖ ͡°)ᕗ	donger		Donger List
lower_0	┌༼◉ل͟◉༽┐	donger		Donger List
lower_1	┌༼ – _ – ༽┐	donger		Donger List
lower_2	┌( •́ ਊ •̀ )┐	donger		Donger List
lower_3	┌[ ◔ ͜ ʖ ◔ ]┐	donger		Donger List
lower_4	┌། ☯ _ʖ ☯ །┐	donger		Donger List
lower_5	┌། ≖ Ĺ̯ ≖ །┐	donger		Donger List
lower_6	┌( ◐ o ◐ )┐	donger		Donger List
lower_7	┌〳 ˵ •́ o •̀ ˵ 〵┐	donger		Donger List
lower_8	┌[ ಠ ▃ ಠ ]┐	donger		Donger List
lower_9	┌༼ ˘ 益 ˘ ༽┐	donger		Donger List
lower_10	┌( ՞ ڡ ՞ )┐	donger		Donger List
lower_11	┌▐ ☯ ۝ ☯ ▐┐	donger		Donger List
lower_12	┌〳 ۞ ﹏ ۞ 〵┐	donger		Donger List
lower_13	┌༼▀̿ Ĺ̯▀̿༽┐	donger		Donger List
lower_14	╭(ʘ̆~◞౪◟~ʘ̆)╮	donger		Donger List
lower_15	┌░ : ◔ ਊ ◔ : ░┐	donger		Donger List
lower_16	┏༼ ◉ ╭╮ ◉༽┓	donger		Donger List
lower_17	┌໒( : ⊘ ۝ ⊘ : )७┐	donger		Donger List
lower_18	┌〳 ･ o ･ 〵┐	donger		Donger List
lower_19	┌║ ･ิ 〜 ･ิ ║┐	donger		Donger List
lower_20	┌༼ ” ۞ – ۞ ” ༽┐	donger		Donger List
lower_21	┌ʕ º ʖ̯ º ʔ┐	donger		Donger List
lower_22	┏། ﹒ _ ﹒ །┓	donger		Donger List
lower_23	ノ║ ಠ ਊ ಠೃ ノ║	donger		Donger List
lower_24	┌║ ຈ ε ຈ ║┐	donger		Donger List
lower_25	┌༼ ⊘ _ ⊘ ༽┐	donger		Donger List
lower_26	┏༼ •́ ╭╮ •̀ ༽┓	donger		Donger List
lower_27	┌(▀Ĺ̯▀)┐	donger		Donger List
lower_28	┌╏ •́ – •̀ ╏┐	donger		Donger List
lower_29	┌[ O ʖ̯ O ]┐	donger		Donger List
lower_30	┌╏ º □ º ╏┐	donger		Donger List
lower_31	┌༼ σ ‸ σ ༽┐	donger		Donger List
lower_32	┌(▀Ĺ̯ ▀-͠ )┐	donger		Donger List
lower_33	ノ(;Ĺ̯̿̿ ;ノ)	donger		Donger List
mad_0	¯\_| ಠ ∧ ಠ |_/¯	donger		Donger List
mad_1	⋌༼ •̀ ⌂ •́ ༽⋋	donger		Donger List
mad_2	୧( ಠ Д ಠ )୨	donger		Donger List
mad_3	┌( ◕ 益 ◕ )ᓄ	donger		Donger List
mad_4	╚═| ~ ಠ ₒ ಠ ~ |═╝	donger		Donger List
