id	text	category	image_url	source
upset_7	¯\_༽ ಥ Д ಥ ༼_/¯	donger		Donger List
upset_8	(=ಠ ل͟ ಠ=)	donger		Donger List
upset_9	( ຈ ﹏ ຈ )	donger		Donger List
upset_10	/╲/\╭༼ಥДಥ༽╮/\╱﻿\	donger		Donger List
upset_11	(-_-｡)	donger		Donger List
upset_12	ᕕ{  ͒ ʖ̯  ͒  }ᕗ	donger		Donger List
upset_13	໒( •̀ ╭ ͟ʖ╮ •́ )७	donger		Donger List
upset_14	c╏ ಡ д ಡ ╏୨	donger		Donger List
upset_15	┌[ ಠ ▃ ಠ ]┐	donger		Donger List
upset_16	乁〳 ” ˘ ෴ ˘ ” 〵ㄏ	donger		Donger List
upset_17	(ಥ_ʖಥ)	donger		Donger List
upset_18	/( .□.) ︵╰(゜益゜)╯︵ /(.□. /)	donger		Donger List
upset_19	(┛ಠДಠ)┛彡┻━┻	donger		Donger List
upset_20	໒( ∗ ⇀ 3 ↼ ∗ )७	donger		Donger List
upset_21	ԅ[ * ༎ຶ _ ༎ຶ * ]┐	donger		Donger List
upset_22	ᕕ▒ ຈ ︿ ຈ ▒┌∩┐	donger		Donger List
upset_23	୧໒( ˵ ° ~ ° ˵ )७୨	donger		Donger List
upset_24	໒( ⇀ ‸ ↼ )७	donger		Donger List
upset_25	[ : • 益 • : ]	donger		Donger List
upset_26	╰[ ° 益 ° ]╯	donger		Donger List
upset_27	┏༼ ◉ ╭╮ ◉༽┓	donger		Donger List
upset_28	▐ ∗ ᵒ̌ 〜 ᵒ̌ ∗ ▐	donger		Donger List
upset_29	c〳 ݓ ﹏ ݓ 〵੭	donger		Donger List
upset_30	(╬ ಠ益ಠ)	donger		Donger List
upset_31	༼    ಠ   ͟ʖ  ಠ   ༽	donger		Donger List
upset_32	⁞ つ: •̀ ⌂ •́ : ⁞-︻╦̵̵͇̿̿̿̿══╤─	donger		Donger List
upset_33	໒( ᓀ ‸ ᓂ )७	donger		Donger List
upset_34	୧| ͡ᵔ ﹏ ͡ᵔ |୨	donger		Donger List
upset_35	║ * ರ Ĺ̯ ರ * ║	donger		Donger List
upset_36	ヽ༼ಢ_ಢ༽ﾉ	donger		Donger List
upset_37	†ヽ[ಠĹ̯ಠ]ノ	donger		Donger List
upset_38	╰༼=ಠਊಠ=༽╯	donger		Donger List
upset_39	༼ง=ಠ益ಠ=༽ง	donger		Donger List
upset_40	୧ʕ•̀ᴥ•́ʔ୨	donger		Donger List
upset_41	┏༼ •́ ╭╮ •̀ ༽┓	donger		Donger List
upset_42	╚▒ᓀ▃ᓂ▒╝	donger		Donger List
upset_43	໒( , ್ ∧ ್ , )७	donger		Donger List
upset_44	໒( ͡; 益 ͡; )७┌∩┐	donger		Donger List
upset_45	ᕕ⁞ ್ ۝ ್ ⁞┘	donger		Donger List
upset_46	ʕ ಡ ﹏ ಡ ʔ	donger		Donger List
upset_47	▐ ᓀ (oo) ᓂ ▐	donger		Donger List
upset_48	╰໒( = ◕ ◯ ◕ = )७╯	donger		Donger List
upset_49	o͡͡͡╮⁞ ˵ ᓀ ︿ ᓂ ˵ ⁞╭o͡͡͡	donger		Donger List
upset_50	⋋╏ ᓀ 〜 ᓂ ╏⋌	donger		Donger List
upset_51	[ ” ಠ ‸ ಠ ” ]	donger		Donger List
upset_52	(ఠ్ఠ ˓̭ ఠ్ఠ)	donger		Donger List
upset_53	╭(๑¯д¯๑)╮	donger		Donger List
upset_54	໒( , ⊙ Ĺ̯ ⊙ , )७	donger		Donger List
upset_55	୧༼ ͡◕ д ◕͡ ༽୨	donger		Donger List
upset_56	└| ಠ ‸ ಠ |┘	donger		Donger List
upset_57	། ˵ ︣ ෴ ︣ ˵ །	donger		Donger List
upset_58	(╯°□°）╯︵ (\ . 0 .)\	donger		Donger List
upset_59	ლ( `Д’ ლ)	donger		Donger List
upset_60	╏つ ͜ಠ ‸ ͜ಠ ╏つ	donger		Donger List
upset_61	o͡͡͡╮༼  ಠДಠ ༽╭o͡͡͡━☆ﾟ.*･｡ﾟ	donger		Donger List
upset_62	ヽ| ͡☉ ︿ ͡☉ |ノ⌒.	donger		Donger List
upset_63	༼ , ﹒︣ o ﹒︣ , ༽	donger		Donger List
upset_64	୧ʕ ⇀ ⌂ ↼ ʔ୨	donger		Donger List
upset_65	[ ಠ □ ಠೃ ]	donger		Donger List
upset_66	( ✿ •̀ ‸ •́ ✿ )	donger		Donger List
upset_67	[ ಠ (oo) ಠ ]	donger		Donger List
upset_68	༼ ∗ •̀ (oo) •́ ∗ ༽	donger		Donger List
upset_69	c༼ ” ͡° ▃ °͡ ” ༽ᕤ	donger		Donger List
upset_70	໒( ˵ •̀ □ •́ ˵ )७	donger		Donger List
upset_71	ᗜੂͦ﹏ᗜੂͦ	donger		Donger List
upset_72	(ಥ﹏ಥ)	donger		Donger List
upset_73	.·´¯`(>▂copycopied	donger		Donger List
upset_74	(.﹒︣︿﹒︣.)	donger		Donger List
upset_75	੧(❛〜❛✿)੭	donger		Donger List
upset_76	( ཀ͝ ∧ ཀ͝ )	donger		Donger List
upset_77	(;´༎ຶД༎ຶ`)	donger		Donger List
upset_78	༼;´༎ຶ ۝ ༎ຶ༽	donger		Donger List
upset_79	╰(⇀‸↼)╯	donger		Donger List
upset_80	╰(⇀⌂↼‶)╯	donger		Donger List
upset_81	༼ ಥل͟ಥ ༽	donger		Donger List
upset_82	༼つ☯﹏☯༽つ	donger		Donger List
upset_83	༼☯﹏☯༽	donger		Donger List
upset_84	( ͡° ʖ̯ ͡°)	donger		Donger List
upset_85	(◔ д◔)	donger		Donger List
upset_86	( ͡°ᴥ ͡° ʋ)	donger		Donger List
upset_87	(◞‸◟；)	donger		Donger List
upset_88	ノಠ_ಠノ	donger		Donger List
upset_89	ノ(;Ĺ̯̿̿ ;ノ)	donger		Donger List
upset_90	༼,ຈ_ຈ,༽	donger		Donger List
upset_91	༼ ºل͟º༼ ºل͟º༽	donger		Donger List
upset_92	(̿ಠ ̿Ĺ̯̿̿ಠ ̿)̄	donger		Donger List
upset_93	(ᓄಠ_ಠ)ᓄ	donger		Donger List
upset_94	༼ ⨀ ̿Ĺ̯̿̿⨀ ̿༽ง	donger		Donger List
upset_95	ಠ⌣ಠ	donger		Donger List
upset_96	༼ノಠل͟ಠ༽ノ ︵ ┻━┻	donger		Donger List
upset_97	ヽ(`Д´)ﾉ	donger		Donger List
upset_98	(╯°Д°）╯︵/(.□ . )	donger		Donger List
upset_99	┻━┻ ︵ヽ(`Д´)ﾉ︵ ┻━┻	donger		Donger List
upset_100	(ノಠ益ಠ)ノ彡┻━┻	donger		Donger List
walk_0	ᕕ( ՞ ᗜ ՞ )ᕗ	donger		Donger List
walk_1	ᕕ( ཀ ʖ̯ ཀ)ᕗ	donger		Donger List
walk_2	ᕕ{  ͒ ʖ̯  ͒  }ᕗ	donger		Donger List
walk_3	ᕕ(˵•̀෴•́˵)ᕗ	donger		Donger List
walk_4	ᕕ( ⁰ ▽ ⁰ )ᕗ	donger		Donger List
walk_5	┗(＾0＾)┓	donger		Donger List
walk_6	ᕕ(ಥʖ̯ಥ)ᕗ	donger		Donger List
walk_7	ᕕ┌◕ᗜ◕┐ᕗ	donger		Donger List
walk_8	ᕕ༼✿•̀︿•́༽ᕗ	donger		Donger List
walk_9	ᕕ░ ◕ – ◕ ░ᕤ	donger		Donger List
walk_10	ᕕ[ ・ ▾ ・ ]ᕗ	donger		Donger List
walk_11	ᕕ| ͡■ ﹏ ■͡ |و	donger		Donger List
walk_12	┌( ಠ‿ಠ)┘	donger		Donger List
walk_13	ᕕ⁞ ᵒ̌ 〜 ᵒ̌ ⁞ᕗ	donger		Donger List
walk_14	└╏ ･ ᗜ ･ ╏┐	donger		Donger List
walk_15	₍₍ ᕕ༼.◕ヮ◕.༽ᕗ⁾⁾	donger		Donger List
walk_16	₍₍ ᕕ( * ⊙ ヮ ⊙ * )ᕗ⁾⁾	donger		Donger List
walk_17	へ║ ☉ д ☉ ║ᕗ	donger		Donger List
walk_18	ᕕ[ º Ĺ̯ º ]ᕤ	donger		Donger List
walk_19	ᕕ( ◔3◔)ᕗ	donger		Donger List
walk_20	ᕕ| ◉ ͜ʟ ◉ |ง	donger		Donger List
walk_21	ᕕ║ = ◔ ヮ ◔ = ║୨	donger		Donger List
wall_0	┬┴┬┴┤ᕦ( ▀̿ Ĺ̯ ▀̿├┬┴┬	donger		Donger List
wall_1	╰[◔▽◔├┬┴┬┴	donger		Donger List
wall_2	┴┬┴┤( ͡° ͜ʖ├┬┴┬	donger		Donger List
wall_3	┴┬┴┤･_･├┴┬┴	donger		Donger List
wall_4	ᕦ༼ ºººل͟ºº├┬┴┬┴	donger		Donger List
wall_5	ԅ[ •́ ﹏├┬┴┬┴	donger		Donger List
wall_6	┬┴┬┴┤･ω･)ﾉ├┬┴┬┴	donger		Donger List
wall_7	┬┴┬┴┤(･_├┬┴┬┴	donger		Donger List
wall_8	ᕦ(▀̿ ̿ -▀̿ ̿ )つ├┬┴┬┴	donger		Donger List
why_0	¯\_| ಠ ∧ ಠ |_/¯	donger		Donger List
why_1	ლ(ಥ Д ಥ )ლ	donger		Donger List
why_2	¯\_༽ ಥ Д ಥ ༼_/¯	donger		Donger List
why_3	乁། ˵ ◕ – ◕ ˵ །ㄏ	donger		Donger List
why_4	乁ʕ •̀ ۝ •́ ʔㄏ	donger		Donger List
why_5	ლ༼ ▀̿ Ĺ̯ ▀̿ ლ༽	donger		Donger List
why_6	ლ( ¤ 益 ¤ )┐	donger		Donger List
why_7	ლ༼ ❛ Ĺ̯ ❛ ༽ᕤ	donger		Donger List
why_8	¯\_| ✖ 〜 ✖ |_/¯	donger		Donger List
why_9	乁( ⁰͡  Ĺ̯ ⁰͡ ) ㄏ	donger		Donger List
why_10	乁〳 ” ˘ ෴ ˘ ” 〵ㄏ	donger		Donger List
why_11	¯\_(⊙_ʖ⊙)_/¯	donger		Donger List
why_12	乁〳 ❛ д ❛ 〵ㄏ	donger		Donger List
why_13	乁║ ˙ 益 ˙ ║ㄏ	donger		Donger List
why_14	¯\_༼ ಥ ‿ ಥ ༽_/¯	donger		Donger List
why_15	乁༼☯‿☯✿༽ㄏ	donger		Donger List
why_16	¯\_( ͠° ͟ʖ °͠ )_/¯	donger		Donger List
why_17	乁| ･ิ ∧ ･ิ |ㄏ	donger		Donger List
why_18	¯\_໒( ” ▀ ﹏ ▀ ” )७_/¯	donger		Donger List
why_19	ლ(ಠ益ಠ)ლ	donger		Donger List
why_20	੧║ ☯ ⌂ ☯ ║┐	donger		Donger List
why_21	ლ( `Д’ ლ)	donger		Donger List
+1	+1	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f44d.png?v5	Github
-1	-1	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f44e.png?v5	Github
100	100	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4af.png?v5	Github
1234	1234	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f522.png?v5	Github
8ball	8ball	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3b1.png?v5	Github
a	a	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f170.png?v5	Github
ab	ab	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f18e.png?v5	Github
abc	abc	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f524.png?v5	Github
abcd	abcd	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f521.png?v5	Github
accept	accept	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f251.png?v5	Github
aerial_tramway	aerial_tramway	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6a1.png?v5	Github
airplane	airplane	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2708.png?v5	Github
alarm_clock	alarm_clock	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/23f0.png?v5	Github
alien	alien	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f47d.png?v5	Github
ambulance	ambulance	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f691.png?v5	Github
anchor	anchor	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2693.png?v5	Github
angel	angel	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f47c.png?v5	Github
anger	anger	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4a2.png?v5	Github
angry	angry	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f620.png?v5	Github
anguished	anguished	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f627.png?v5	Github
ant	ant	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f41c.png?v5	Github
apple	apple	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f34e.png?v5	Github
aquarius	aquarius	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2652.png?v5	Github
aries	aries	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2648.png?v5	Github
arrow_backward	arrow_backward	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/25c0.png?v5	Github
arrow_double_down	arrow_double_down	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/23ec.png?v5	Github
arrow_double_up	arrow_double_up	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/23eb.png?v5	Github
arrow_down	arrow_down	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2b07.png?v5	Github
arrow_down_small	arrow_down_small	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f53d.png?v5	Github
arrow_forward	arrow_forward	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/25b6.png?v5	Github
arrow_heading_down	arrow_heading_down	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2935.png?v5	Github
arrow_heading_up	arrow_heading_up	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2934.png?v5	Github
arrow_left	arrow_left	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2b05.png?v5	Github
arrow_lower_left	arrow_lower_left	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2199.png?v5	Github
arrow_lower_right	arrow_lower_right	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2198.png?v5	Github
arrow_right	arrow_right	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/27a1.png?v5	Github
arrow_right_hook	arrow_right_hook	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/21aa.png?v5	Github
arrow_up	arrow_up	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2b06.png?v5	Github
arrow_up_down	arrow_up_down	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2195.png?v5	Github
arrow_up_small	arrow_up_small	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f53c.png?v5	Github
arrow_upper_left	arrow_upper_left	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2196.png?v5	Github
arrow_upper_right	arrow_upper_right	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2197.png?v5	Github
arrows_clockwise	arrows_clockwise	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f503.png?v5	Github
arrows_counterclockwise	arrows_counterclockwise	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f504.png?v5	Github
art	art	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3a8.png?v5	Github
articulated_lorry	articulated_lorry	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f69b.png?v5	Github
astonished	astonished	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f632.png?v5	Github
athletic_shoe	athletic_shoe	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f45f.png?v5	Github
atm	atm	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3e7.png?v5	Github
b	b	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f171.png?v5	Github
baby	baby	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f476.png?v5	Github
baby_bottle	baby_bottle	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f37c.png?v5	Github
baby_chick	baby_chick	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f424.png?v5	Github
baby_symbol	baby_symbol	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6bc.png?v5	Github
back	back	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f519.png?v5	Github
baggage_claim	baggage_claim	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6c4.png?v5	Github
balloon	balloon	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f388.png?v5	Github
ballot_box_with_check	ballot_box_with_check	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2611.png?v5	Github
bamboo	bamboo	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f38d.png?v5	Github
banana	banana	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f34c.png?v5	Github
bangbang	bangbang	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/203c.png?v5	Github
bank	bank	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3e6.png?v5	Github
bar_chart	bar_chart	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4ca.png?v5	Github
barber	barber	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f488.png?v5	Github
baseball	baseball	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/26be.png?v5	Github
basketball	basketball	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3c0.png?v5	Github
bath	bath	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6c0.png?v5	Github
bathtub	bathtub	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6c1.png?v5	Github
battery	battery	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f50b.png?v5	Github
bear	bear	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f43b.png?v5	Github
bee	bee	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f41d.png?v5	Github
beer	beer	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f37a.png?v5	Github
beers	beers	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f37b.png?v5	Github
beetle	beetle	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f41e.png?v5	Github
beginner	beginner	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f530.png?v5	Github
bell	bell	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f514.png?v5	Github
bento	bento	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f371.png?v5	Github
bicyclist	bicyclist	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6b4.png?v5	Github
bike	bike	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6b2.png?v5	Github
bikini	bikini	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f459.png?v5	Github
bird	bird	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f426.png?v5	Github
birthday	birthday	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f382.png?v5	Github
black_circle	black_circle	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/26ab.png?v5	Github
black_joker	black_joker	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f0cf.png?v5	Github
black_large_square	black_large_square	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2b1b.png?v5	Github
black_medium_small_square	black_medium_small_square	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/25fe.png?v5	Github
black_medium_square	black_medium_square	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/25fc.png?v5	Github
black_nib	black_nib	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2712.png?v5	Github
black_small_square	black_small_square	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/25aa.png?v5	Github
black_square_button	black_square_button	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f532.png?v5	Github
blossom	blossom	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f33c.png?v5	Github
blowfish	blowfish	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f421.png?v5	Github
blue_book	blue_book	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4d8.png?v5	Github
blue_car	blue_car	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f699.png?v5	Github
blue_heart	blue_heart	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f499.png?v5	Github
blush	blush	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f60a.png?v5	Github
boar	boar	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f417.png?v5	Github
boat	boat	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/26f5.png?v5	Github
bomb	bomb	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4a3.png?v5	Github
book	book	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4d6.png?v5	Github
bookmark	bookmark	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f516.png?v5	Github
bookmark_tabs	bookmark_tabs	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4d1.png?v5	Github
books	books	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4da.png?v5	Github
boom	boom	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4a5.png?v5	Github
boot	boot	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f462.png?v5	Github
bouquet	bouquet	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f490.png?v5	Github
bow	bow	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f647.png?v5	Github
bowling	bowling	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3b3.png?v5	Github
bowtie	bowtie	emoticon	https://assets-cdn.github.com/images/icons/emoji/bowtie.png?v5	Github
boy	boy	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f466.png?v5	Github
bread	bread	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f35e.png?v5	Github
bride_with_veil	bride_with_veil	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f470.png?v5	Github
bridge_at_night	bridge_at_night	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f309.png?v5	Github
briefcase	briefcase	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4bc.png?v5	Github
broken_heart	broken_heart	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f494.png?v5	Github
bug	bug	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f41b.png?v5	Github
bulb	bulb	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4a1.png?v5	Github
bullettrain_front	bullettrain_front	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f685.png?v5	Github
bullettrain_side	bullettrain_side	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f684.png?v5	Github
bus	bus	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f68c.png?v5	Github
busstop	busstop	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f68f.png?v5	Github
bust_in_silhouette	bust_in_silhouette	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f464.png?v5	Github
busts_in_silhouette	busts_in_silhouette	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f465.png?v5	Github
cactus	cactus	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f335.png?v5	Github
cake	cake	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f370.png?v5	Github
calendar	calendar	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4c6.png?v5	Github
calling	calling	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4f2.png?v5	Github
camel	camel	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f42b.png?v5	Github
camera	camera	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4f7.png?v5	Github
cancer	cancer	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/264b.png?v5	Github
candy	candy	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f36c.png?v5	Github
capital_abcd	capital_abcd	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f520.png?v5	Github
capricorn	capricorn	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/2651.png?v5	Github
car	car	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f697.png?v5	Github
card_index	card_index	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4c7.png?v5	Github
carousel_horse	carousel_horse	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3a0.png?v5	Github
cat	cat	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f431.png?v5	Github
cat2	cat2	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f408.png?v5	Github
cd	cd	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4bf.png?v5	Github
chart	chart	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4b9.png?v5	Github
chart_with_downwards_trend	chart_with_downwards_trend	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4c9.png?v5	Github
chart_with_upwards_trend	chart_with_upwards_trend	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4c8.png?v5	Github
checkered_flag	checkered_flag	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3c1.png?v5	Github
cherries	cherries	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f352.png?v5	Github
cherry_blossom	cherry_blossom	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f338.png?v5	Github
chestnut	chestnut	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f330.png?v5	Github
chicken	chicken	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f414.png?v5	Github
children_crossing	children_crossing	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f6b8.png?v5	Github
chocolate_bar	chocolate_bar	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f36b.png?v5	Github
christmas_tree	christmas_tree	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f384.png?v5	Github
church	church	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/26ea.png?v5	Github
cinema	cinema	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3a6.png?v5	Github
circus_tent	circus_tent	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3aa.png?v5	Github
city_sunrise	city_sunrise	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f307.png?v5	Github
city_sunset	city_sunset	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f306.png?v5	Github
cl	cl	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f191.png?v5	Github
clap	clap	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f44f.png?v5	Github
clapper	clapper	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f3ac.png?v5	Github
clipboard	clipboard	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f4cb.png?v5	Github
clock1	clock1	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f550.png?v5	Github
clock10	clock10	emoticon	https://assets-cdn.github.com/images/icons/emoji/unicode/1f559.png?v5	Github
